0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.12625999999999998,0.56777,-0.15469000000000002,0.66813,-107.34,0.18767,0.12632000000000002,0.76127,1.1059,0.43223,0.12632000000000002,0.27101,0.13191,0.12632000000000002,1257.2,0.29031999999999997,1.7613,0.12632000000000002,0.10109,49.584998999999996,0.93696,0.12891,0.10103999999999999,0.18704,0.43223,0.2902,1.1409,-0.22465,4.7796,0.45302999,0.10109,150.57,2.4241,0.22704000000000002,0.12891,1.2662,1.3936,0.53388,0.10315999999999999,0.005704,0.1115,0.10315999999999999,90.192001,40.605999,0.7437600000000001,0.30395,54.836000000000006,0.090396,0.072342001,0.54851,0.46612,0.41252,0.62771,0.77535,-9312.2998,0.095761001,0.29211,0.90424001,0.2352,7.3611,8.9887,136.14999,2.6808,1.8147
-0.13316,1.2258,0.019101,1.0214,6.81,-0.55692,-0.13316,-0.1842,10.945,-0.22579000000000002,-0.029682999999999998,-0.14920999999999998,5.9999997999999996e-05,-0.13316,681770.0,0.000535,0.8158,-0.13316,-0.012167,0.0,0.9202299999999999,-0.13269,-0.012167,-0.69008,-0.33029000000000003,0.000535,-1.2823,0.21606,2.9809,0.095252,-0.011897,29.221999999999998,12.491,9.0943,-0.20264000000000001,10.945,151.8572750858759,-0.22579000000000002,-0.018515,0.23239,36.171,-0.012123,23.483999,23.483999,-53.55757428873208,1.0214,0.0,-0.26650999999999997,-0.024350001,0.74368,0.89249,0.08006,-2.5539,-2.5539,18.278999,-0.018515,0.58978,1.028,0.0,510.74807517050425,15.543,29.763,12.264000000000001,123.8
0.13610999999999998,0.046294,0.74667,18.218,455.17,0.0,0.1704,20.601,0.67756,0.95371,0.17084000000000002,3.9295,0.29594001,0.1704,84.26700000000001,4.3315,21.601,0.1704,0.25150001,44.736000000000004,1.1415,0.12157000000000001,0.20089,0.28261,0.93675,3.5907,280.4,3.5561,3.8499,-0.82511002,0.25150001,28.576999999999998,12.772,11.964,0.12368,0.67756,257.4,0.95645,0.18254,13.992,0.010173,0.17942999,98.737999,54.000999,1.639,16.303,54.726000000000006,0.091456,0.13497999,17.066,0.043365,0.078294,4.5422,4.5553,5285.2998,0.18254,0.14272,0.76556998,0.00288,8.1589,6.7591,23.361,15.624,3.227
0.028993,0.89205,-0.12930999999999998,0.83868,-51.683,0.0,0.028993,0.12103,1.3943,0.10797000000000001,0.12559728523424962,0.036169,0.020794,0.028993,11230.0,0.032501,1.121,0.028993,0.020794,22.278000000000002,1.3126,0.055446,0.020794,0.099955,0.071814,0.032501,0.35906,-0.39455999999999997,3.7743,0.62568998,0.033649001,214.02,1.9073,1.7138,-0.13183,1.7121,113.56,0.11314,-0.094549,0.030813999999999998,0.53628,0.039765998999999996,169.52,147.24001,0.34068000000000004,0.13698,20.317999999999998,0.055446,0.039765998999999996,0.75363,0.8015800000000001,0.52431,0.32944,0.34521999999999997,-769.0,0.019537,0.26853,0.80005002,0.047891,16.384,2.4789,209.84,1.7395,4.2545
0.078167,0.1877,0.3923,3.1041,77.5,0.20461,0.11413,4.325,1.128,0.81179,0.11413,0.61214,0.14469001,0.11413,468.09,0.77976,5.3277,0.11413,0.11283,72.623001,1.0233,0.12600999999999998,0.077275999,0.29952,0.81179,0.58815,1.4052,0.93125,4.3551,-0.048554,0.11283,75.89,4.8096,0.67132,0.12600999999999998,1.0513,301.59,0.81305,0.12457,1.2966,0.038999,0.12457,121.6,48.980999,0.38838,2.0246,81.92100000000002,0.093778,0.09270899699999999,3.0834,0.18645,0.20792,1.9271,1.93,8885.5996,0.1135,0.096289,0.8865,0.001542,5.0259,7.4518,67.277,5.4253,2.4012
-0.046867,0.76857,-0.087015,0.88469,-237.16,-0.10514000000000001,-0.046867,0.28198,0.9855299999999999,0.21673,-0.046867,-0.062108000000000003,-0.019994,-0.046867,-15841.0,-0.023042,1.3011,-0.046867,-0.052912999,199.16,1.0034,-0.012551999999999999,-0.052912999,-0.10514000000000001,0.21673,-0.023042,-0.13967000000000002,-0.26177,5.0884,0.86593997,-0.052912999,306.46,1.1909999999999998,-0.016332,-0.012551999999999999,0.8901899999999999,13.193,0.23069,-0.014172,0.0054659999999999995,1.5217,-0.014172,273.41,74.24299599999999,-0.096972,0.24422,196.28,-0.041710000000000004,-0.047091,0.86861,0.7546,0.8396299999999999,0.65198,0.6940000000000001,-10665.0,-0.014684000000000001,-0.21625,1.0147001,0.064453,1.8327,4.9163,310.97,1.1738,2.6645
0.031507,0.72559,0.040001999999999996,1.1135,-385.57,0.0,0.038924,0.37819,2.11,0.27441,0.043601999999999995,0.11049,0.023079,0.038924,5438.6,0.067113,1.3782,0.038924,0.018448001000000002,11.81,0.90827,0.042977999999999995,0.014931999999999999,0.10296,0.25733,0.056891,9.1874,0.065823,3.7844,0.33342999,0.020664999,61.44,5.9408,2.8844,0.017138,2.11,0.87618,0.64422,0.0081219999,0.071003,0.45851000000000003,0.020369001,63.534,51.723,0.46148999999999996,0.91975,11.907,0.033206,0.015737999,0.54065,0.35229,0.16833,0.45155,1.0601,243.49001,0.0081219999,0.11482,0.99409002,1.3476,30.905,7.0568,60.941002000000005,5.9894,3.472
0.071869,0.51846,0.024627,1.1236,-20.738000000000003,0.16427999999999998,0.088078,0.8196700000000001,1.1415,0.42496000000000006,0.088078,0.44187,0.34485999,0.088078,732.33,0.49841,1.9288,0.088078,0.11755,25.120001000000002,1.0574,0.11419000000000001,0.095913999,0.20063,0.42496000000000006,0.46713999999999994,1.7397,0.031734,4.8465,0.59772998,0.11755,110.84,3.2932,0.22025999999999998,0.11419000000000001,0.81004,0.54018,0.7440899999999999,0.1524,0.35941,0.059909000000000004,0.1524,74.195999,49.077,1.3937,0.86485,28.674,-0.05613200000000001,-0.07491199700000001,0.43196999999999997,0.19933,0.30366,0.5476,0.9588200000000001,1729.6,0.12395999999999999,0.16912,0.87603998,0.7509600000000001,14.530999999999999,7.4374,97.09700000000001,3.7591,0.96554
-0.11150999999999998,0.48926000000000003,-0.06932999999999999,0.79308,-66.331,0.11420999999999999,-0.11150999999999998,1.0439,0.9130799999999999,0.51074,-0.11150999999999998,-0.33281,-0.020586001,-0.11150999999999998,-8229.4,-0.044353,2.0439,-0.11150999999999998,-0.10578,43.466,1.1721,-0.11542000000000001,-0.10578,0.11420999999999999,0.51074,-0.044353,-0.9997799999999999,-0.09442,4.4629,0.45930001,-0.10578,105.93,3.4457,-0.23590999999999998,-0.11542000000000001,1.0862,0.9091100000000001,0.66494,-0.1095,0.019091,-0.62803,-0.1095,89.792999,46.327,-0.8883,0.41841000000000006,39.688,-0.20524,-0.19469,0.54311,0.33505999999999997,0.29022,0.69557,0.90558,-2013.0,-0.095191002,-0.21834,1.0951999,0.30193000000000003,8.3973,7.8788,116.01,3.1462,1.4356
0.07103,0.32806,0.014265,1.0435,-54.235,0.2363,0.088713,1.9084,1.0898,0.62605,0.088713,0.27042,0.12409,0.088713,873.62,0.4178,3.0483,0.088713,0.080314003,51.498001,1.1405,0.08989,0.064305,0.29286,0.62605,0.3639,0.88686,0.02169,5.3602,0.29534999,0.080314003,118.14,3.0896,0.27401,0.08989,1.1202,175.29392216821566,0.62605,0.081378996,0.017215,0.07802,0.081378996,111.25,59.754002,0.45577,0.56843,56.122,0.04154,0.037606999,1.0435,0.32806,0.32366,0.95191,0.95191,3269.3999,0.082390003,0.11345999999999999,0.91760999,0.0,7.0876,6.1084,108.4,3.367,1.6795
0.17770999999999998,0.33424,0.32818,1.9866,21.087,0.47431999999999996,0.17770999999999998,1.8911,1.2278,0.6320899999999999,0.17770999999999998,0.53423,0.12239000000000001,0.17770999999999998,548.09,0.66595,2.9919,0.17770999999999998,0.097718,48.118,1.1484,0.18273,0.097718,0.47431999999999996,0.6320899999999999,0.66595,1.2337,0.9676100000000001,4.6844,0.17901,0.097718,81.973,4.4527,0.5467,0.18273,1.8242,265.36,0.63368,0.10048,0.039058999999999996,0.04828,0.10048,130.02,81.903999,0.74125,1.2658,59.07899999999999,0.13785999999999998,0.075801998,1.9771,0.33265,0.22458000000000003,1.8637,1.8683,15869.0,0.18554001,0.28115,0.81445998,0.0025109999999999998,7.5856,4.4564,66.763,5.4671,5.3621
0.027724000000000002,0.47563,0.39376,2.0847,31.566999999999997,0.0,0.053280999999999995,1.1025,1.2768,0.52437,0.059996,0.14678,0.077523001,0.053280999999999995,1753.9,0.20811,2.1025,0.053280999999999995,0.041730002,66.375,1.0689,0.059996,0.021713,0.09703300000000001,0.43643000000000004,0.15437,8.935499999999998,1.6189,3.6644,0.14741001,0.041900001,72.148,5.0591,3.8611,-0.55967,1.2768,173.9894716617082,0.52437,-0.43834001,0.8043,0.15,0.046989000999999996,132.87,66.499001,0.1194,1.4451,46.147,0.014294999999999999,0.011196,1.5911,0.36301,0.19766,2.1558,2.1558,1818.0,-0.43834001,0.052871,0.97223002,0.0,5.4991,5.4888,103.77,3.5173,5.2493
-0.017003,0.58945,-0.21698,0.63189,-208.72,-0.073722,-0.011406999999999999,0.68672,0.9665299999999999,0.40479,-0.011406999999999999,-0.019352,0.09572999900000001,-0.011406999999999999,3258.5,0.11202000000000001,1.6965,-0.011406999999999999,-0.016538999999999998,80.190002,1.0759,-0.027892,-0.024652001,-0.068126,0.40479,0.10252,-0.39086,-0.34576999999999997,4.5048,0.62949002,-0.016538999999999998,301.49,1.2106,-0.047319,-0.027892,0.7125100000000001,166.2376302228617,0.40479,-0.040438998,0.26396,0.39116,-0.040438998,114.77,34.580002,-0.11220999999999999,0.37482,77.506,-0.10533,-0.15271001,0.63189,0.58945,0.82601,0.64505,0.64505,-6937.2998,-0.034628,-0.042005,1.0346,0.0,4.5517,10.555,311.92999,1.1701,1.0991
0.0459,0.71988,0.11420999999999999,1.1640000000000001,12.036,0.0,0.05694400000000001,0.38911,2.8031,0.28012,0.069388,0.081754,0.026939999,0.05694400000000001,3479.6,0.1049,1.3891,0.05694400000000001,0.020315001,3.0413001,1.5961,0.069386,0.016375,0.073973,0.12864,0.089556,5.5757,0.60343,3.5169,0.25591999,0.024754001,92.921,3.9281,3.8006,0.06704,2.8031,33.714,0.30346999999999996,0.023917001,0.003636,0.27282,0.024754001,105.24,102.2,1.9652,1.1304,3.1159,0.050816,0.018129,1.1262,0.69653,0.25458000000000003,1.48,1.6034,375.45999,0.023917001,0.16385999999999998,0.97970998,0.083374,120.01,3.5715,90.69899699999999,4.0243,14.81
